"","location","year","season","tmax_avg","location","season","tmin_avg","location","lat","long","alt","bloom_date","bloom_doy"
"62","washingtondc",1954,"Spring",197.179775280899,"washingtondc","Winter",-5.32352941176471,"washingtondc",38.8853496,-77.0386278,0,"1954-04-06",96
"63","washingtondc",1954,"Spring",197.179775280899,"washingtondc","Spring",71.2359550561798,"washingtondc",38.8853496,-77.0386278,0,"1954-04-06",96
"64","washingtondc",1954,"Spring",197.179775280899,"washingtondc","Summer",181.534090909091,"washingtondc",38.8853496,-77.0386278,0,"1954-04-06",96
"65","washingtondc",1954,"Spring",197.179775280899,"washingtondc","Fall",97.3406593406593,"washingtondc",38.8853496,-77.0386278,0,"1954-04-06",96
"66","washingtondc",1954,"Summer",314.875,"washingtondc","Winter",-5.32352941176471,"washingtondc",38.8853496,-77.0386278,0,"1954-04-06",96
"67","washingtondc",1954,"Summer",314.875,"washingtondc","Spring",71.2359550561798,"washingtondc",38.8853496,-77.0386278,0,"1954-04-06",96
"68","washingtondc",1954,"Summer",314.875,"washingtondc","Summer",181.534090909091,"washingtondc",38.8853496,-77.0386278,0,"1954-04-06",96
"69","washingtondc",1954,"Summer",314.875,"washingtondc","Fall",97.3406593406593,"washingtondc",38.8853496,-77.0386278,0,"1954-04-06",96
"70","washingtondc",1954,"Fall",219.285714285714,"washingtondc","Winter",-5.32352941176471,"washingtondc",38.8853496,-77.0386278,0,"1954-04-06",96
"71","washingtondc",1954,"Fall",219.285714285714,"washingtondc","Spring",71.2359550561798,"washingtondc",38.8853496,-77.0386278,0,"1954-04-06",96
"72","washingtondc",1954,"Fall",219.285714285714,"washingtondc","Summer",181.534090909091,"washingtondc",38.8853496,-77.0386278,0,"1954-04-06",96
"73","washingtondc",1954,"Fall",219.285714285714,"washingtondc","Fall",97.3406593406593,"washingtondc",38.8853496,-77.0386278,0,"1954-04-06",96
"74","washingtondc",1955,"Winter",76.7882352941176,"washingtondc","Winter",-21.2941176470588,"washingtondc",38.8853496,-77.0386278,0,"1955-04-02",92
"75","washingtondc",1955,"Winter",76.7882352941176,"washingtondc","Spring",86.9673913043478,"washingtondc",38.8853496,-77.0386278,0,"1955-04-02",92
"76","washingtondc",1955,"Winter",76.7882352941176,"washingtondc","Summer",195.79347826087,"washingtondc",38.8853496,-77.0386278,0,"1955-04-02",92
"77","washingtondc",1955,"Winter",76.7882352941176,"washingtondc","Fall",89.1318681318681,"washingtondc",38.8853496,-77.0386278,0,"1955-04-02",92
"78","washingtondc",1955,"Spring",215.021739130435,"washingtondc","Winter",-21.2941176470588,"washingtondc",38.8853496,-77.0386278,0,"1955-04-02",92
"79","washingtondc",1955,"Spring",215.021739130435,"washingtondc","Spring",86.9673913043478,"washingtondc",38.8853496,-77.0386278,0,"1955-04-02",92
"80","washingtondc",1955,"Spring",215.021739130435,"washingtondc","Summer",195.79347826087,"washingtondc",38.8853496,-77.0386278,0,"1955-04-02",92
"81","washingtondc",1955,"Spring",215.021739130435,"washingtondc","Fall",89.1318681318681,"washingtondc",38.8853496,-77.0386278,0,"1955-04-02",92
"82","washingtondc",1955,"Summer",313.239130434783,"washingtondc","Winter",-21.2941176470588,"washingtondc",38.8853496,-77.0386278,0,"1955-04-02",92
"83","washingtondc",1955,"Summer",313.239130434783,"washingtondc","Spring",86.9673913043478,"washingtondc",38.8853496,-77.0386278,0,"1955-04-02",92
"84","washingtondc",1955,"Summer",313.239130434783,"washingtondc","Summer",195.79347826087,"washingtondc",38.8853496,-77.0386278,0,"1955-04-02",92
"85","washingtondc",1955,"Summer",313.239130434783,"washingtondc","Fall",89.1318681318681,"washingtondc",38.8853496,-77.0386278,0,"1955-04-02",92
"86","washingtondc",1955,"Fall",209.56043956044,"washingtondc","Winter",-21.2941176470588,"washingtondc",38.8853496,-77.0386278,0,"1955-04-02",92
"87","washingtondc",1955,"Fall",209.56043956044,"washingtondc","Spring",86.9673913043478,"washingtondc",38.8853496,-77.0386278,0,"1955-04-02",92
"88","washingtondc",1955,"Fall",209.56043956044,"washingtondc","Summer",195.79347826087,"washingtondc",38.8853496,-77.0386278,0,"1955-04-02",92
"89","washingtondc",1955,"Fall",209.56043956044,"washingtondc","Fall",89.1318681318681,"washingtondc",38.8853496,-77.0386278,0,"1955-04-02",92
"90","washingtondc",1956,"Winter",76.3222222222222,"washingtondc","Winter",-20.0666666666667,"washingtondc",38.8853496,-77.0386278,0,"1956-04-06",97
"91","washingtondc",1956,"Winter",76.3222222222222,"washingtondc","Spring",58.7032967032967,"washingtondc",38.8853496,-77.0386278,0,"1956-04-06",97
"92","washingtondc",1956,"Winter",76.3222222222222,"washingtondc","Summer",181.5,"washingtondc",38.8853496,-77.0386278,0,"1956-04-06",97
"93","washingtondc",1956,"Winter",76.3222222222222,"washingtondc","Fall",95.4555555555555,"washingtondc",38.8853496,-77.0386278,0,"1956-04-06",97
"94","washingtondc",1956,"Spring",190.549450549451,"washingtondc","Winter",-20.0666666666667,"washingtondc",38.8853496,-77.0386278,0,"1956-04-06",97
"95","washingtondc",1956,"Spring",190.549450549451,"washingtondc","Spring",58.7032967032967,"washingtondc",38.8853496,-77.0386278,0,"1956-04-06",97
"96","washingtondc",1956,"Spring",190.549450549451,"washingtondc","Summer",181.5,"washingtondc",38.8853496,-77.0386278,0,"1956-04-06",97
"97","washingtondc",1956,"Spring",190.549450549451,"washingtondc","Fall",95.4555555555555,"washingtondc",38.8853496,-77.0386278,0,"1956-04-06",97
"98","washingtondc",1956,"Summer",304.065217391304,"washingtondc","Winter",-20.0666666666667,"washingtondc",38.8853496,-77.0386278,0,"1956-04-06",97
"99","washingtondc",1956,"Summer",304.065217391304,"washingtondc","Spring",58.7032967032967,"washingtondc",38.8853496,-77.0386278,0,"1956-04-06",97
"100","washingtondc",1956,"Summer",304.065217391304,"washingtondc","Summer",181.5,"washingtondc",38.8853496,-77.0386278,0,"1956-04-06",97
"101","washingtondc",1956,"Summer",304.065217391304,"washingtondc","Fall",95.4555555555555,"washingtondc",38.8853496,-77.0386278,0,"1956-04-06",97
"102","washingtondc",1956,"Fall",206.444444444444,"washingtondc","Winter",-20.0666666666667,"washingtondc",38.8853496,-77.0386278,0,"1956-04-06",97
"103","washingtondc",1956,"Fall",206.444444444444,"washingtondc","Spring",58.7032967032967,"washingtondc",38.8853496,-77.0386278,0,"1956-04-06",97
"104","washingtondc",1956,"Fall",206.444444444444,"washingtondc","Summer",181.5,"washingtondc",38.8853496,-77.0386278,0,"1956-04-06",97
"105","washingtondc",1956,"Fall",206.444444444444,"washingtondc","Fall",95.4555555555555,"washingtondc",38.8853496,-77.0386278,0,"1956-04-06",97
"106","washingtondc",1957,"Winter",92.8111111111111,"washingtondc","Winter",-0.655555555555556,"washingtondc",38.8853496,-77.0386278,0,"1957-04-08",98
"107","washingtondc",1957,"Winter",92.8111111111111,"washingtondc","Spring",79.8791208791209,"washingtondc",38.8853496,-77.0386278,0,"1957-04-08",98
"108","washingtondc",1957,"Winter",92.8111111111111,"washingtondc","Summer",184.315217391304,"washingtondc",38.8853496,-77.0386278,0,"1957-04-08",98
"109","washingtondc",1957,"Winter",92.8111111111111,"washingtondc","Fall",92.1098901098901,"washingtondc",38.8853496,-77.0386278,0,"1957-04-08",98
"110","washingtondc",1957,"Spring",210,"washingtondc","Winter",-0.655555555555556,"washingtondc",38.8853496,-77.0386278,0,"1957-04-08",98
"111","washingtondc",1957,"Spring",210,"washingtondc","Spring",79.8791208791209,"washingtondc",38.8853496,-77.0386278,0,"1957-04-08",98
"112","washingtondc",1957,"Spring",210,"washingtondc","Summer",184.315217391304,"washingtondc",38.8853496,-77.0386278,0,"1957-04-08",98
"113","washingtondc",1957,"Spring",210,"washingtondc","Fall",92.1098901098901,"washingtondc",38.8853496,-77.0386278,0,"1957-04-08",98
"114","washingtondc",1957,"Summer",320.934782608696,"washingtondc","Winter",-0.655555555555556,"washingtondc",38.8853496,-77.0386278,0,"1957-04-08",98
"115","washingtondc",1957,"Summer",320.934782608696,"washingtondc","Spring",79.8791208791209,"washingtondc",38.8853496,-77.0386278,0,"1957-04-08",98
"116","washingtondc",1957,"Summer",320.934782608696,"washingtondc","Summer",184.315217391304,"washingtondc",38.8853496,-77.0386278,0,"1957-04-08",98
"117","washingtondc",1957,"Summer",320.934782608696,"washingtondc","Fall",92.1098901098901,"washingtondc",38.8853496,-77.0386278,0,"1957-04-08",98
"118","washingtondc",1957,"Fall",205.791208791209,"washingtondc","Winter",-0.655555555555556,"washingtondc",38.8853496,-77.0386278,0,"1957-04-08",98
"119","washingtondc",1957,"Fall",205.791208791209,"washingtondc","Spring",79.8791208791209,"washingtondc",38.8853496,-77.0386278,0,"1957-04-08",98
"120","washingtondc",1957,"Fall",205.791208791209,"washingtondc","Summer",184.315217391304,"washingtondc",38.8853496,-77.0386278,0,"1957-04-08",98
"121","washingtondc",1957,"Fall",205.791208791209,"washingtondc","Fall",92.1098901098901,"washingtondc",38.8853496,-77.0386278,0,"1957-04-08",98
"122","washingtondc",1958,"Winter",68.2888888888889,"washingtondc","Winter",-29.3333333333333,"washingtondc",38.8853496,-77.0386278,0,"1958-04-18",108
"123","washingtondc",1958,"Winter",68.2888888888889,"washingtondc","Spring",65.4021739130435,"washingtondc",38.8853496,-77.0386278,0,"1958-04-18",108
"124","washingtondc",1958,"Winter",68.2888888888889,"washingtondc","Summer",179.586956521739,"washingtondc",38.8853496,-77.0386278,0,"1958-04-18",108
"125","washingtondc",1958,"Winter",68.2888888888889,"washingtondc","Fall",86.8021978021978,"washingtondc",38.8853496,-77.0386278,0,"1958-04-18",108
"126","washingtondc",1958,"Spring",180.75,"washingtondc","Winter",-29.3333333333333,"washingtondc",38.8853496,-77.0386278,0,"1958-04-18",108
"127","washingtondc",1958,"Spring",180.75,"washingtondc","Spring",65.4021739130435,"washingtondc",38.8853496,-77.0386278,0,"1958-04-18",108
"128","washingtondc",1958,"Spring",180.75,"washingtondc","Summer",179.586956521739,"washingtondc",38.8853496,-77.0386278,0,"1958-04-18",108
"129","washingtondc",1958,"Spring",180.75,"washingtondc","Fall",86.8021978021978,"washingtondc",38.8853496,-77.0386278,0,"1958-04-18",108
"130","washingtondc",1958,"Summer",299.826086956522,"washingtondc","Winter",-29.3333333333333,"washingtondc",38.8853496,-77.0386278,0,"1958-04-18",108
"131","washingtondc",1958,"Summer",299.826086956522,"washingtondc","Spring",65.4021739130435,"washingtondc",38.8853496,-77.0386278,0,"1958-04-18",108
"132","washingtondc",1958,"Summer",299.826086956522,"washingtondc","Summer",179.586956521739,"washingtondc",38.8853496,-77.0386278,0,"1958-04-18",108
"133","washingtondc",1958,"Summer",299.826086956522,"washingtondc","Fall",86.8021978021978,"washingtondc",38.8853496,-77.0386278,0,"1958-04-18",108
"134","washingtondc",1958,"Fall",214.318681318681,"washingtondc","Winter",-29.3333333333333,"washingtondc",38.8853496,-77.0386278,0,"1958-04-18",108
"135","washingtondc",1958,"Fall",214.318681318681,"washingtondc","Spring",65.4021739130435,"washingtondc",38.8853496,-77.0386278,0,"1958-04-18",108
"136","washingtondc",1958,"Fall",214.318681318681,"washingtondc","Summer",179.586956521739,"washingtondc",38.8853496,-77.0386278,0,"1958-04-18",108
"137","washingtondc",1958,"Fall",214.318681318681,"washingtondc","Fall",86.8021978021978,"washingtondc",38.8853496,-77.0386278,0,"1958-04-18",108
"138","washingtondc",1959,"Winter",76.3932584269663,"washingtondc","Winter",-39.7,"washingtondc",38.8853496,-77.0386278,0,"1959-04-06",96
"139","washingtondc",1959,"Winter",76.3932584269663,"washingtondc","Spring",78.7282608695652,"washingtondc",38.8853496,-77.0386278,0,"1959-04-06",96
"140","washingtondc",1959,"Winter",76.3932584269663,"washingtondc","Summer",196.445652173913,"washingtondc",38.8853496,-77.0386278,0,"1959-04-06",96
"141","washingtondc",1959,"Winter",76.3932584269663,"washingtondc","Fall",102.450549450549,"washingtondc",38.8853496,-77.0386278,0,"1959-04-06",96
"142","washingtondc",1959,"Spring",215.380434782609,"washingtondc","Winter",-39.7,"washingtondc",38.8853496,-77.0386278,0,"1959-04-06",96
"143","washingtondc",1959,"Spring",215.380434782609,"washingtondc","Spring",78.7282608695652,"washingtondc",38.8853496,-77.0386278,0,"1959-04-06",96
"144","washingtondc",1959,"Spring",215.380434782609,"washingtondc","Summer",196.445652173913,"washingtondc",38.8853496,-77.0386278,0,"1959-04-06",96
"145","washingtondc",1959,"Spring",215.380434782609,"washingtondc","Fall",102.450549450549,"washingtondc",38.8853496,-77.0386278,0,"1959-04-06",96
"146","washingtondc",1959,"Summer",314.076086956522,"washingtondc","Winter",-39.7,"washingtondc",38.8853496,-77.0386278,0,"1959-04-06",96
"147","washingtondc",1959,"Summer",314.076086956522,"washingtondc","Spring",78.7282608695652,"washingtondc",38.8853496,-77.0386278,0,"1959-04-06",96
"148","washingtondc",1959,"Summer",314.076086956522,"washingtondc","Summer",196.445652173913,"washingtondc",38.8853496,-77.0386278,0,"1959-04-06",96
"149","washingtondc",1959,"Summer",314.076086956522,"washingtondc","Fall",102.450549450549,"washingtondc",38.8853496,-77.0386278,0,"1959-04-06",96
"150","washingtondc",1959,"Fall",216.197802197802,"washingtondc","Winter",-39.7,"washingtondc",38.8853496,-77.0386278,0,"1959-04-06",96
"151","washingtondc",1959,"Fall",216.197802197802,"washingtondc","Spring",78.7282608695652,"washingtondc",38.8853496,-77.0386278,0,"1959-04-06",96
"152","washingtondc",1959,"Fall",216.197802197802,"washingtondc","Summer",196.445652173913,"washingtondc",38.8853496,-77.0386278,0,"1959-04-06",96
"153","washingtondc",1959,"Fall",216.197802197802,"washingtondc","Fall",102.450549450549,"washingtondc",38.8853496,-77.0386278,0,"1959-04-06",96
"154","washingtondc",1960,"Winter",88.6483516483516,"washingtondc","Winter",-3.3956043956044,"washingtondc",38.8853496,-77.0386278,0,"1960-04-14",105
"155","washingtondc",1960,"Winter",88.6483516483516,"washingtondc","Spring",56.0108695652174,"washingtondc",38.8853496,-77.0386278,0,"1960-04-14",105
"156","washingtondc",1960,"Winter",88.6483516483516,"washingtondc","Summer",183.119565217391,"washingtondc",38.8853496,-77.0386278,0,"1960-04-14",105
"157","washingtondc",1960,"Winter",88.6483516483516,"washingtondc","Fall",91.3186813186813,"washingtondc",38.8853496,-77.0386278,0,"1960-04-14",105
"158","washingtondc",1960,"Spring",181.510869565217,"washingtondc","Winter",-3.3956043956044,"washingtondc",38.8853496,-77.0386278,0,"1960-04-14",105
"159","washingtondc",1960,"Spring",181.510869565217,"washingtondc","Spring",56.0108695652174,"washingtondc",38.8853496,-77.0386278,0,"1960-04-14",105
"160","washingtondc",1960,"Spring",181.510869565217,"washingtondc","Summer",183.119565217391,"washingtondc",38.8853496,-77.0386278,0,"1960-04-14",105
"161","washingtondc",1960,"Spring",181.510869565217,"washingtondc","Fall",91.3186813186813,"washingtondc",38.8853496,-77.0386278,0,"1960-04-14",105
"162","washingtondc",1960,"Summer",303.989130434783,"washingtondc","Winter",-3.3956043956044,"washingtondc",38.8853496,-77.0386278,0,"1960-04-14",105
"163","washingtondc",1960,"Summer",303.989130434783,"washingtondc","Spring",56.0108695652174,"washingtondc",38.8853496,-77.0386278,0,"1960-04-14",105
"164","washingtondc",1960,"Summer",303.989130434783,"washingtondc","Summer",183.119565217391,"washingtondc",38.8853496,-77.0386278,0,"1960-04-14",105
"165","washingtondc",1960,"Summer",303.989130434783,"washingtondc","Fall",91.3186813186813,"washingtondc",38.8853496,-77.0386278,0,"1960-04-14",105
"166","washingtondc",1960,"Fall",211,"washingtondc","Winter",-3.3956043956044,"washingtondc",38.8853496,-77.0386278,0,"1960-04-14",105
"167","washingtondc",1960,"Fall",211,"washingtondc","Spring",56.0108695652174,"washingtondc",38.8853496,-77.0386278,0,"1960-04-14",105
"168","washingtondc",1960,"Fall",211,"washingtondc","Summer",183.119565217391,"washingtondc",38.8853496,-77.0386278,0,"1960-04-14",105
"169","washingtondc",1960,"Fall",211,"washingtondc","Fall",91.3186813186813,"washingtondc",38.8853496,-77.0386278,0,"1960-04-14",105
"170","washingtondc",1961,"Winter",62.1444444444444,"washingtondc","Winter",-48.2222222222222,"washingtondc",38.8853496,-77.0386278,0,"1961-04-02",92
"171","washingtondc",1961,"Winter",62.1444444444444,"washingtondc","Spring",61.3695652173913,"washingtondc",38.8853496,-77.0386278,0,"1961-04-02",92
"172","washingtondc",1961,"Winter",62.1444444444444,"washingtondc","Summer",185.532608695652,"washingtondc",38.8853496,-77.0386278,0,"1961-04-02",92
"173","washingtondc",1961,"Winter",62.1444444444444,"washingtondc","Fall",109.978021978022,"washingtondc",38.8853496,-77.0386278,0,"1961-04-02",92
"174","washingtondc",1961,"Spring",183.576086956522,"washingtondc","Winter",-48.2222222222222,"washingtondc",38.8853496,-77.0386278,0,"1961-04-02",92
"175","washingtondc",1961,"Spring",183.576086956522,"washingtondc","Spring",61.3695652173913,"washingtondc",38.8853496,-77.0386278,0,"1961-04-02",92
"176","washingtondc",1961,"Spring",183.576086956522,"washingtondc","Summer",185.532608695652,"washingtondc",38.8853496,-77.0386278,0,"1961-04-02",92
"177","washingtondc",1961,"Spring",183.576086956522,"washingtondc","Fall",109.978021978022,"washingtondc",38.8853496,-77.0386278,0,"1961-04-02",92
"178","washingtondc",1961,"Summer",302.641304347826,"washingtondc","Winter",-48.2222222222222,"washingtondc",38.8853496,-77.0386278,0,"1961-04-02",92
"179","washingtondc",1961,"Summer",302.641304347826,"washingtondc","Spring",61.3695652173913,"washingtondc",38.8853496,-77.0386278,0,"1961-04-02",92
"180","washingtondc",1961,"Summer",302.641304347826,"washingtondc","Summer",185.532608695652,"washingtondc",38.8853496,-77.0386278,0,"1961-04-02",92
"181","washingtondc",1961,"Summer",302.641304347826,"washingtondc","Fall",109.978021978022,"washingtondc",38.8853496,-77.0386278,0,"1961-04-02",92
"182","washingtondc",1961,"Fall",223.659340659341,"washingtondc","Winter",-48.2222222222222,"washingtondc",38.8853496,-77.0386278,0,"1961-04-02",92
"183","washingtondc",1961,"Fall",223.659340659341,"washingtondc","Spring",61.3695652173913,"washingtondc",38.8853496,-77.0386278,0,"1961-04-02",92
"184","washingtondc",1961,"Fall",223.659340659341,"washingtondc","Summer",185.532608695652,"washingtondc",38.8853496,-77.0386278,0,"1961-04-02",92
"185","washingtondc",1961,"Fall",223.659340659341,"washingtondc","Fall",109.978021978022,"washingtondc",38.8853496,-77.0386278,0,"1961-04-02",92
"186","washingtondc",1962,"Winter",68.4111111111111,"washingtondc","Winter",-23.6555555555556,"washingtondc",38.8853496,-77.0386278,0,"1962-04-07",97
